emotion_label,clean_content,clean_withSW_SL,clean_noSW_SL,clean_noSW_noSL
2,i fucking love alexander william gaskarth,i fucking love alexander william gaskarth,fucking love alexander william gaskarth,fuck love alexand william gaskarth
2,that doesnt look good at all,that doesnt look good at all,doesnt look good,doesnt look good
2,oist the 1st tym di pa ko 18 the 2nd tym may sakit na siya don t blame me,oist the st tym di pa ko  the nd tym may sakit na siya don t blame me,oist st tym di pa ko nd tym may sakit na siya blame,oist st tym di pa ko nd tym may sakit na siya blame
2,jus back after watching night at a museum 2 would rate it 5 on 10,jus back after watching night at a museum  would rate it  on ,jus back watching night museum would rate,ju back watch night museum would rate
2,how sad are you saying that i m fat tears,how sad are you saying that i m fat tears,sad saying fat tears,sad say fat tear
2,i was too sleepy earlier and i didnt get to see matt,i was too sleepy earlier and i didnt get to see matt,sleepy earlier didnt get see matt,sleepi earlier didnt get see matt
2,gees can this week get anymore horrible now i cant go to spain,gees can this week get anymore horrible now i cant go to spain,gees week get anymore horrible cant go spain,gee week get anymor horribl cant go spain
2,is not sleeping because he has paperwork to do,is not sleeping because he has paperwork to do,not sleeping paperwork,not sleep paperwork
2,feels really sick after eating some form of chicken why do restaurants make their grilled chicken sooo greasy,feels really sick after eating some form of chicken why do restaurants make their grilled chicken soo greasy,feels really sick eating form chicken restaurants make grilled chicken soo greasy,feel realli sick eat form chicken restaur make grill chicken soo greasi
2,i so dont and wtf whatthefuck really really are they trying to kill me but i might be depends,i so dont and wtf whatthefuck really really are they trying to kill me but i might be depends,dont wtf whatthefuck really really trying kill might depends,dont wtf whatthefuck realli realli tri kill might depend
2,hope you get your car today hate anything that stops me from my work,hope you get your car today hate anything that stops me from my work,hope get car today hate anything stops work,hope get car today hate anyth stop work
2,ill and bored on bank holiday nothings open bad times film it is,ill and bored on bank holiday nothings open bad times film it is,ill bored bank holiday nothings open bad times film,ill bore bank holiday noth open bad time film
2,friend got mugged this morning,friend got mugged this morning,friend got mugged morning,friend get mug morn
2,at pool in orlando got new kicks going to seaworld tommrow miss my best friend,at pool in orlando got new kicks going to seaworld tommrow miss my best friend,pool orlando got new kicks going seaworld tommrow miss best friend,pool orlando get new kick go seaworld tommrow miss best friend
2,where s poss i miss him,where s poss i miss him,poss miss,po miss
2,loaded up box of recyle stuff for salvation army but took corner too fast everything is all over the back might have to recycle to dump,loaded up box of recyle stuff for salvation army but took corner too fast everything is all over the back might have to recycle to dump,loaded box recyle stuff salvation army took corner fast everything back might recycle dump,load box recyl stuff salvat armi take corner fast everyth back might recycl dump
2,so exhausted,so exhausted,exhausted,exhaust
2,can t sleep restless mind agh,can t sleep restless mind agh,sleep restless mind agh,sleep restless mind agh
2,how dare u after all the love making we ve made over email im a stranger u never replied,how dare u after all the love making we ve made over email im a stranger u never replied,dare love making made email im stranger never replied,dare love make make email im stranger never repli
2,can t you guys do something on co op about grim fandango don t you wanna see it on xbla psn call tony plana call tim,can t you guys do something on co op about grim fandango don t you wanna see it on xbla psn call tony plana call tim,guys something co op grim fandango wanna see xbla psn call tony plana call tim,guy someth co op grim fandango wanna see xbla psn call toni plana call tim
2,devon has caught and ate a fly i dont know why she swallowed a fly i guess she ll die,devon has caught and ate a fly i dont know why she swallowed a fly i guess she ll die,devon caught ate fly dont know swallowed fly guess die,devon caught ate fli dont know swallow fli guess die
2,holly oaks the curse of justin strikes again date the burton and end up screwed poor sod,holly oaks the curse of justin strikes again date the burton and end up screwed poor sod,holly oaks curse justin strikes date burton end screwed poor sod,holli oak cur justin strike date burton end screw poor sod
2,now i am depressed after watching so you think you can dance,now i am depressed after watching so you think you can dance,depressed watching think dance,depress watch think danc
2,my mom and my little sister re gonna be back home soooooooooooooooooooooooooooooooon,my mom and my little sister re gonna be back home soon,mom little sister gonna back home soon,mom littl sister gonna back home soon
2,there is a macbook pro sitting close by and my poor macbook is ashamed with it s plastic face and sides,there is a macbook pro sitting close by and my poor macbook is ashamed with it s plastic face and sides,macbook pro sitting close poor macbook ashamed plastic face sides,macbook pro sit close poor macbook asham plastic face side
2,trying to not fall asleep while doing ancient assignment drinking some water with ice and lime yum,trying to not fall asleep while doing ancient assignment drinking some water with ice and lime yum,trying not fall asleep ancient assignment drinking water ice lime yum,tri not fall asleep ancient assign drink water ice lime yum
2,i m pretty bored with it too,i m pretty bored with it too,pretty bored,pretti bore
2,i miss the soulja boy dance,i miss the soulja boy dance,miss soulja boy dance,miss soulja boy danc
